ID,NOMBRE,DESCRIPCION,COSTO,PRECIO,FK_MON,CODIGO,FK_PROV,FK_MARCA
22456,CAMPERA    J   R.CURL HOODOO S1KJAA,,825,1980,1,090103079T.14,9999,9999
22457,PPANTALON  TJ  R.CURL MONDO S1KPAA,,562.5,1350,1,615103079T.6.,9999,9999
22458,PPANTALON  TJ  R.CURL MONDO S1KPAA,,562.5,1350,1,615103079T.8.,9999,9999
22459,PPANTALON  TJ  R.CURL MONDO S1KPAA,,562.5,1350,1,615103079T.10,9999,9999
22460,PPANTALON  TJ  R.CURL MONDO S1KPAA,,562.5,1350,1,615103079T.12,9999,9999
22461,PPANTALON  TJ  R.CURL MONDO S1KPAA,,562.5,1350,1,615103079T.14,9999,9999
22462,CAMPERA    A   R.CURL INFINITY S1GJGH,,1454.17,3490,1,090103019BXS.,9999,9999
22463,CAMPERA    A   R.CURL INFINITY S1GJGH,,1454.17,3490,1,090103019CXS.,9999,9999
22464,CAMPERA    A   R.CURL INFINITY S1GJGH,,1454.17,3490,1,090103019M...,9999,9999
22465,CAMPERA    A   R.CURL INFINITY S1GJGH,,1454.17,3490,1,090103019L...,9999,9999
22466,PPANTALON  TA  R.CURL UPTOWN S1GJGC,,979.17,2350,1,615103018BXS.,9999,9999
22467,PPANTALON  TA  R.CURL UPTOWN S1GJGC,,979.17,2350,1,615103018CXS.,9999,9999
22468,PPANTALON  TA  R.CURL UPTOWN S1GJGC,,979.17,2350,1,615103018M...,9999,9999
22469,PPANTALON  TA  R.CURL UPTOWN S1GJGC,,979.17,2350,1,615103018L...,9999,9999
22470,PPANTALON  TA  R.CURL UPTOWN S1GJGC,,979.17,2350,1,615103018XL..,9999,9999
22471,PPANTALON  TA  R.CURL INTO THE GROOVE,,825,1980,1,615103017BXS.,9999,9999
22472,PPANTALON  TA  R.CURL INTO THE GROOVE,,825,1980,1,615103017CXS.,9999,9999
22473,PPANTALON  TA  R.CURL INTO THE GROOVE,,825,1980,1,615103017M...,9999,9999
22474,PPANTALON  TA  R.CURL INTO THE GROOVE,,825,1980,1,615103017L...,9999,9999
22475,PPANTALON  TA  R.CURL INTO THE GROOVE,,825,1980,1,615103017XL..,9999,9999
22476,CAMPERA    A   R.CURL HOMETRAIL PLAIA,,1454.17,3490,1,090103018BXS.,9999,9999
22477,CAMPERA    A   R.CURL HOMETRAIL PLAIA,,1454.17,3490,1,090103018CXS.,9999,9999
22478,CAMPERA    A   R.CURL HOMETRAIL PLAIA,,1454.17,3490,1,090103018M...,9999,9999
22479,CAMPERA    A   R.CURL HOMETRAIL PLAIA,,1454.17,3490,1,090103018L...,9999,9999
22480,PPANTALON  TB  R.CURL HINTERLANDS,,979.17,2350,1,615103052CXS.,9999,9999
22481,PPANTALON  TB  R.CURL HINTERLANDS,,979.17,2350,1,615103052M...,9999,9999
22482,PPANTALON  TB  R.CURL HINTERLANDS,,979.17,2350,1,615103052L...,9999,9999
22483,PPANTALON  TB  R.CURL HINTERLANDS,,979.17,2350,1,615103052XL..,9999,9999
22484,GORROS     I   R.CURL OPTIC,,79.17,190,1,235103056CURL,9999,9999
22485,GORROS     I   R.CURL CRUNCH,,79.17,190,1,235103057CURL,9999,9999
22486,GORROS     I   R.CURL PEACEBONE,,79.17,190,1,235103058CURL,9999,9999
22487,GORROS     I   R.CURL SUNSET,,79.17,190,1,235103059CURL,9999,9999
22488,GORROS     I   R.CURL GITTE,,79.17,190,1,235103060CURL,9999,9999
22489,GORROS     I   R.CURL IGLOO,,79.17,190,1,235103061CURL,9999,9999
22490,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,0881145764.6.,9999,9999
22491,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,0881145766.8.,9999,9999
22492,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,881145768.1,9999,9999
22493,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,8.81E+11,9999,9999
22494,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,8.81E+11,9999,9999
22495,CAMISETA   J   POWDER VAPOR WICK JR.,,120,295,1,8.81E+11,9999,9999
22496,SNOW.B         BURTON BLUNT,,3166,725,1,7007148052,9999,9999
22497,SNOW.B         BURTON CUSTOM,,4333,990,1,7007148062,9999,9999
22498,FIJ.SNOW   ZBS BURTON FREESTYLE ONE-UP,,1027,235,1,190114808BURT,9999,9999
22499,ACC.SNOWBOARD  BURTON PAD AL LOGO MAT,,85,170,1,009114824BURT,9999,9999
22500,ACC.SNOWBOARD  BURTON PAD FOAMMAT,,54.5,120,1,009114825BURT,9999,9999
22501,ALQUILER       FASTRACK VLL,,0,2,1,7997SNOWRENTA,9999,9999
22502,CASCO          BURTON/RED WOMENS HI-FI,,375,205,1,112814810M...,9999,9999
22503,CASCO          BURTON/RED AVID,,300,165,1,112114811CXS.,9999,9999
22504,CASCO          BURTON/RED AVID,,300,165,1,112114811M...,9999,9999
22505,CASCO          BURTON/RED AVID,,300,165,1,112114811L...,9999,9999
22506,CASCO          BURTON/RED AVID,,300,165,1,112114811XL..,9999,9999
22507,CASCO          BURTON/RED AVID,,300,165,1,112114811XXL.,9999,9999
22508,MOCHILA        NAVAJO RUNNER,,290,695,1,4641085107LTS,9999,9999
22509,SKI.RJ         ROSSIGNOL TRIXIE PRO JR,,79,300,3,7101132001,9999,9999
22510,SKI.RJ         RJ. LOLITA + SAPH.LOLITA,,129,400,3,7101132011,9999,9999
22511,CAMPERA    J   DUKE COPAHUE,,950,1900,1,090117382T.10,9999,9999
22512,CAMPERA    J   DUKE COPAHUE,,950,1900,1,090117382T.12,9999,9999
22513,CAMPERA    J   DUKE COPAHUE,,950,1900,1,090117382T.14,9999,9999
22514,CAMPERA    J   DUKE COPAHUE,,950,1900,1,090117382T.16,9999,9999
22515,ANTIPARRA      OAKLEY ELEVATE PERSIMON,,90,220,1,013102823PERS,9999,9999
22516,ANTIPARRA      OAKLEY ELEVATE IRIDIUM,,115,275,1,013102823IRID,9999,9999
22517,ANTIPARRA      OAKLEY CROWBAR RASTA PERS,,93,215,1,013102825CROW,9999,9999
22518,ANTIPARRA      OAKLEY A-FRAME POLARIZED,,165,385,1,013102826AFRA,9999,9999
22519,GORROS     I   KOMBI POLAR 622 JR.,,27.5,70,1,2.35E+11,9999,9999
22520,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252016.0.,9999,9999
22521,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252016.5.,9999,9999
22522,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252017.0.,9999,9999
22523,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252017.5.,9999,9999
22524,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252018.0.,9999,9999
22525,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252018.5.,9999,9999
22526,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252019.0.,9999,9999
22527,BOTA HIKING A  MERREL SIREN SONG MID,,540.5,1195,1,0601252019.5.,9999,9999
22528,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315124,9999,9999
22529,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315124,9999,9999
22530,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315125,9999,9999
22531,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315125,9999,9999
22532,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315126,9999,9999
22533,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315126,9999,9999
22534,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315127,9999,9999
22535,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315127,9999,9999
22536,BOTA.SNOW      ROSSIGNOL STORM,,149,460,3,6111315128,9999,9999
22537,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315224,9999,9999
22538,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315224,9999,9999
22539,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315225,9999,9999
22540,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315225,9999,9999
22541,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315226,9999,9999
22542,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315226,9999,9999
22543,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315227,9999,9999
22544,BOTA.R         ROSSIGNOL XENA X RTL,,138,420,3,6111315227,9999,9999
22545,ALQUILER   EQUIPO COMPLETO SRLL,,0,0,1,799676700SRLL,9999,9999
22546,ALQUILER   SKI SRLL,,0,0,1,799676701SRLL,9999,9999
22547,ALQUILER   BOTAS SKI SRLL,,0,0,1,799676702SRLL,9999,9999
22548,ALQUILER   SNOWBOARD SRLL,,0,0,1,799676703SRLL,9999,9999
22549,ALQUILER   BOTA SNOWBOARD SRLL,,0,0,1,799676704SRLL,9999,9999
22550,ALQUILER   CASCO SRLL,,0,0,1,799676705SRLL,9999,9999
22551,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.10,9999,9999
22552,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.12,9999,9999
22553,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.14,9999,9999
22554,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.16,9999,9999
22555,GUANTES    J   KOMBI K019,,97.5,215,1,250108278BXS.,9999,9999
22556,GUANTES    J   KOMBI K019,,97.5,215,1,250108278CXS.,9999,9999
22557,GUANTES    J   KOMBI K019,,97.5,215,1,250108278M...,9999,9999
22558,GUANTES    J   KOMBI K019,,97.5,215,1,250108278L...,9999,9999
22559,GUANTES    J   KOMBI K019,,97.5,215,1,250108278XL..,9999,9999
22560,GUANTES    A   R.CURL SHIRBIT S1GGGD,,412.5,990,1,250103004BXS.,9999,9999
22561,GUANTES    A   R.CURL SHIRBIT S1GGGD,,412.5,990,1,250103004CXS.,9999,9999
22562,GUANTES    A   R.CURL SHIRBIT S1GGGD,,412.5,990,1,250103004M...,9999,9999
22563,GUANTES    A   R.CURL SHIRBIT S1GGGD,,412.5,990,1,250103004L...,9999,9999
22564,GUANTES    A   R.CURL SHIRBIT S1GGGD,,412.5,990,1,250103004XL..,9999,9999
22565,GUANTES    B   R.CURL PROTECTOR S1CGAA,,412.5,990,1,250103045CXS.,9999,9999
22566,GUANTES    B   R.CURL PROTECTOR S1CGAA,,412.5,990,1,250103045M...,9999,9999
22567,GUANTES    B   R.CURL PROTECTOR S1CGAA,,412.5,990,1,250103045L...,9999,9999
22568,GUANTES    B   R.CURL PROTECTOR S1CGAA,,412.5,990,1,250103045XL..,9999,9999
22569,GUANTES    J   R.CURL OFF THE WALL S1KG,,312.5,750,1,250103078T.6.,9999,9999
22570,GUANTES    J   R.CURL OFF THE WALL S1KG,,312.5,750,1,250103078T.8.,9999,9999
22571,GUANTES    J   R.CURL OFF THE WALL S1KG,,312.5,750,1,250103078T.10,9999,9999
22572,GUANTES    J   R.CURL OFF THE WALL S1KG,,312.5,750,1,250103078T.12,9999,9999
22573,GUANTES    B   R.CURL MOOT PIPE S1CGGF,,412.5,990,1,250103044CXS.,9999,9999
22574,GUANTES    B   R.CURL MOOT PIPE S1CGGF,,412.5,990,1,250103044M...,9999,9999
22575,GUANTES    B   R.CURL MOOT PIPE S1CGGF,,412.5,990,1,250103044L...,9999,9999
22576,GUANTES    B   R.CURL MOOT PIPE S1CGGF,,412.5,990,1,250103044XL..,9999,9999
22577,CAMPERA    B   R.CURL ANSWER S1CJGP,,1037.5,2490,1,090103056CXS.,9999,9999
22578,CAMPERA    B   R.CURL ANSWER S1CJGP,,1037.5,2490,1,090103056M...,9999,9999
22579,CAMPERA    B   R.CURL ANSWER S1CJGP,,1037.5,2490,1,090103056L...,9999,9999
22580,CAMPERA    B   R.CURL ANSWER S1CJGP,,1037.5,2490,1,090103056XL..,9999,9999
22581,CALZA      A   R.CURL BASE 7502 LADY,,122.92,295,1,082103001BXS.,9999,9999
22582,CALZA      A   R.CURL BASE 7502 LADY,,122.92,295,1,082103001CXS.,9999,9999
22583,CALZA      A   R.CURL BASE 7502 LADY,,122.92,295,1,082103001M...,9999,9999
22584,CALZA      A   R.CURL BASE 7502 LADY,,122.92,295,1,082103001L...,9999,9999
22585,CALZA      A   R.CURL BASE 7502 LADY,,122.92,295,1,082103001XL..,9999,9999
22586,CALZA      B   R.CURL BASE 7587 MEN,,122.92,295,1,082103036CXS.,9999,9999
22587,CALZA      B   R.CURL BASE 7587 MEN,,122.92,295,1,082103036M...,9999,9999
22588,CALZA      B   R.CURL BASE 7587 MEN,,122.92,295,1,082103036L...,9999,9999
22589,CALZA      B   R.CURL BASE 7587 MEN,,122.92,295,1,082103036XL..,9999,9999
22590,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252026.0.,9999,9999
22591,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252026.5.,9999,9999
22592,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252027.0.,9999,9999
22593,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252027.5.,9999,9999
22594,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252028.0.,9999,9999
22595,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252028.5.,9999,9999
22596,BOTA HIKING A  MERREL THERMO ARC 6,,588.8,1295,1,0601252029.0.,9999,9999
22597,SKI.R          R.9SL + AXL 2 120 TPI2,,641,1800,3,7101132022,9999,9999
22598,SKI.R          R.9SL + AXL 2 120 TPI2,,641,1800,3,7101132022,9999,9999
22599,SKI.R          R.9SL + AXL 2 120 TPI2,,641,1800,3,7101132022,9999,9999
22600,SKI.R          R.9GS + AXL 2 120 TPI2,,641,1800,3,7101132032,9999,9999
22601,SKI.R          R.9GS + AXL 2 120 TPI2,,641,1800,3,7101132032,9999,9999
22602,SKI.RX         ROXY ABRACADABRA +T4 GIRL,,156,480,3,7101133041,9999,9999
22603,SKI.RX         ROXY ABRACADABRA +T4 GIRL,,156,480,3,7101133041,9999,9999
22604,SKI.RX         ROXY SWEETHEART + T4 GIRL,,137,430,3,7101133051,9999,9999
22605,SKI.RX         ROXY SWEETHEART + T4 GIRL,,137,430,3,7101133051,9999,9999
22606,BOTA.R         ROSSIGNOL RAD.SEN.3 110,,246,750,3,6111315324,9999,9999
22607,BOTA.R         ROSSIGNOL RAD.SEN.3 110,,246,750,3,6111315326,9999,9999
22608,BOTA.R         ROSSIGNOL RAD.SEN.3 110,,246,750,3,6111315327,9999,9999
22609,BOTA.R         ROSSIGNOL RAD.SEN.3 110,,246,750,3,6111315329,9999,9999
22610,BOTA.RJ        ROSSIGNOL RADICAL JR.,,99,300,3,6111315526,9999,9999
22611,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315422,9999,9999
22612,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315423,9999,9999
22613,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315423,9999,9999
22614,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315424,9999,9999
22615,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315424,9999,9999
22616,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315425,9999,9999
22617,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315425,9999,9999
22618,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315426,9999,9999
22619,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315426,9999,9999
22620,BOTA.RJ        ROSSIGNOL RAD.SEN.3 90 JR,,194,550,3,6111315427,9999,9999
22621,BOTA.RJ        ROSSIGNOL BLAST J4,,61,260,3,6111315627,9999,9999
22622,SNOW.R         ROSSIGNOL STORM,,237,650,3,7101132102,9999,9999
22623,SNOW.R         ROSSIGNOL PREMIER,,291,790,3,7108131302,9999,9999
22624,SNOW.R         ROSSIGNOL AMBER,,291,790,3,7109131422,9999,9999
22625,SNOW.R         ROSSIGNOL ZENA,,205,600,3,7101132112,9999,9999
22626,SNOW.R         ROSSIGNOL RPM,,200,540,3,7101132121,9999,9999
22627,SNOW.R         ROSSIGNOL RPM,,200,540,3,7101132122,9999,9999
22628,SNOW.R         ROSSIGNOL HARMONY,,194,585,3,7101132131,9999,9999
22629,SNOW.R         ROSSIGNOL HARMONY,,194,585,3,7101132132,9999,9999
22630,SNOW.R         ROSSIGNOL HELLRAISER,,199,540,3,7101132141,9999,9999
22631,SNOW.R         ROSSIGNOL MYTH,,145,415,3,7101132151,9999,9999
22632,SNOW.R         ROSSIGNOL MYTH,,145,415,3,7101132151,9999,9999
22633,SNOW.RJ        ROSSIGNOL MINI ZENA,,118,345,3,7101132161,9999,9999
22634,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316022,9999,9999
22635,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316023,9999,9999
22636,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316023,9999,9999
22637,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316024,9999,9999
22638,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316024,9999,9999
22639,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316025,9999,9999
22640,BAST.J         ROSSIGNOL PRO JR,,15,50,3,401130761,9999,9999
22641,BAST.J         ROSSIGNOL PRO JR,,15,50,3,401130761.1,9999,9999
22642,BOTA.R         ROSSIGNOL SYNERGY SEN.80,,170,550,3,6101313824,9999,9999
22643,BOTA.R         ROSSIGNOL SYNERGY SEN.80,,170,550,3,6101313825,9999,9999
22644,BOTA.R         ROSSIGNOL SYNERGY SEN.80,,170,550,3,6101313826,9999,9999
22645,BOTA.R         ROSSIGNOL SYNERGY SEN.80,,170,550,3,6101313825,9999,9999
22646,BOTA.R         ROSSIGNOL ELECT.SENSOR 80,,209,700,3,6191312623,9999,9999
22647,BOTA.R         ROSSIGNOL ELECT SEN 3 90,,253,725,3,6101313427,9999,9999
22648,SNOW.RJ        ROSSIGNOL ACCEL S BMP,,125,345,3,7100131501,9999,9999
22649,BAST.          ROXY SUGAH,,19,75,3,400133041.1,9999,9999
22650,BAST.          ROXY SWELL,,19,75,3,400133051.1,9999,9999
22651,CAMPERA    B   ANSILTA RAPTOR PRO S/C,,480,1529,1,090107853CXS.,9999,9999
22652,CAMPERA    B   ANSILTA RAPTOR PRO S/C,,480,1529,1,090107853M...,9999,9999
22653,CAMPERA    B   ANSILTA RAPTOR PRO S/C,,480,1529,1,090107853L...,9999,9999
22654,CAMPERA    B   ANSILTA RAPTOR PRO S/C,,480,1529,1,090107853XL..,9999,9999
22655,CAMPERA    B   ANSILTA RAPTOR PRO S/C,,480,1529,1,090107853XXL.,9999,9999
22656,CAMPERA    A   ANSILTA RAPTOR PRO S/C,,480,2100,1,090107814BXS.,9999,9999
22657,CAMPERA    A   ANSILTA RAPTOR PRO S/C,,480,2100,1,090107814CXS.,9999,9999
22658,CAMPERA    A   ANSILTA RAPTOR PRO S/C,,480,2100,1,090107814M...,9999,9999
22659,CAMPERA    A   ANSILTA RAPTOR PRO S/C,,480,2100,1,090107814L...,9999,9999
22660,CAMPERA    A   ANSILTA RAPTOR PRO S/C,,480,2100,1,090107814XL..,9999,9999
22661,BERMUDA    B   DUKE NYCO,,247.5,495,1,042117341T.28,9999,9999
22662,BERMUDA    B   DUKE NYCO,,247.5,495,1,042117341T.30,9999,9999
22663,BERMUDA    B   DUKE NYCO,,247.5,495,1,042117341T.32,9999,9999
22664,BERMUDA    B   DUKE NYCO,,247.5,495,1,042117341T.34,9999,9999
22665,BERMUDA    B   DUKE NYCO,,247.5,495,1,042117341T.36,9999,9999
22666,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.4.,9999,9999
22667,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.6.,9999,9999
22668,PPANTALON  TJ  DUKE WOODY,,497.5,995,1,615117778T.8.,9999,9999
22669,PPANTALON  TJ  DUKE LEMU JR.,,519.75,0,1,615117779T.10,9999,9999
22670,PPANTALON  TJ  DUKE LEMU JR.,,519.75,0,1,615117779T.12,9999,9999
22671,PPANTALON  TJ  DUKE LEMU JR.,,519.75,0,1,615117779T.14,9999,9999
22672,PPANTALON  TJ  DUKE LEMU JR.,,519.75,0,1,615117779T.16,9999,9999
22673,PPANTALON  TJ  DUKE OBY 1830,,497.5,995,1,615117780T.4.,9999,9999
22674,PPANTALON  TJ  DUKE OBY 1830,,497.5,995,1,615117780T.6.,9999,9999
22675,PPANTALON  TJ  DUKE OBY 1830,,497.5,995,1,615117780T.8.,9999,9999
22676,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315722,9999,9999
22677,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315723,9999,9999
22678,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315723,9999,9999
22679,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315724,9999,9999
22680,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315724,9999,9999
22681,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315725,9999,9999
22682,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315725,9999,9999
22683,BOTA.SNOW      ROSSIGNOL ZENA BOA,,170,490,3,6111315726,9999,9999
22684,CALZA      B   RAFFIKE FREEDOM 424 MEN,,195,517,1,082106036CXS.,9999,9999
22685,CALZA      B   RAFFIKE FREEDOM 424 MEN,,195,517,1,082106036M...,9999,9999
22686,CALZA      B   RAFFIKE FREEDOM 424 MEN,,195,517,1,082106036L...,9999,9999
22687,CALZA      B   RAFFIKE FREEDOM 424 MEN,,195,517,1,082106036XL..,9999,9999
22688,CALZA      B   RAFFIKE FREEDOM 424 MEN,,195,517,1,082106036XXL.,9999,9999
22689,BUZO       A   RAFFIKE FREEDOM P.S LADY,,265,704,1,070506001L...,9999,9999
22690,CAMPERA    A   DUKE CUMBRE LADY,,1447.5,2895,1,090117317L...,9999,9999
22691,CAMPERA    A   DUKE CUMBRE LADY,,1447.5,2895,1,090117317XXL.,9999,9999
22692,CAMPERA    A   DUKE CUMBRE LADY,,1447.5,2895,1,090117317M...,9999,9999
22693,CAMPERA    A   DUKE CUMBRE LADY,,1447.5,2895,1,090117317XL..,9999,9999
22694,CAMPERA    A   DUKE CUMBRE LADY,,1447.5,2895,1,090117317CXS.,9999,9999
22695,CAMPERA    A   DUKE ALUMINE LADY,,1202.25,0,1,090117318CXS.,9999,9999
22696,CAMPERA    A   DUKE ALUMINE LADY,,1202.25,0,1,090117318M...,9999,9999
22697,CAMPERA    A   DUKE ALUMINE LADY,,1202.25,0,1,090117318L...,9999,9999
22698,CAMPERA    A   DUKE ALUMINE LADY,,1202.25,0,1,090117318XL..,9999,9999
22699,CAMPERA    B   DUKE KANKA,,1497.5,2995,1,090117339CXS.,9999,9999
22700,CAMPERA    B   DUKE KANKA,,1497.5,2995,1,090117339M...,9999,9999
22701,CAMPERA    B   DUKE KANKA,,1497.5,2995,1,090117339L...,9999,9999
22702,CAMPERA    B   DUKE KANKA,,1497.5,2995,1,090117339XL..,9999,9999
22703,CAMPERA    B   DUKE KANKA,,1497.5,2995,1,090117339XXL.,9999,9999
22704,CAMPERA    B   DUKE BOLSON,,1347.5,2695,1,090117341CXS.,9999,9999
22705,CAMPERA    B   DUKE BOLSON,,1347.5,2695,1,090117341M...,9999,9999
22706,CAMPERA    B   DUKE BOLSON,,1347.5,2695,1,090117341L...,9999,9999
22707,CAMPERA    B   DUKE BOLSON,,1347.5,2695,1,090117341XL..,9999,9999
22708,CAMPERA    B   DUKE BOLSON,,1347.5,2695,1,090117341XXL.,9999,9999
22709,CAMPERA    B   DUKE COPAHUE,,1150,2300,1,090117343CXS.,9999,9999
22710,CAMPERA    B   DUKE COPAHUE,,1150,2300,1,090117343M...,9999,9999
22711,CAMPERA    B   DUKE COPAHUE,,1150,2300,1,090117343L...,9999,9999
22712,CAMPERA    B   DUKE COPAHUE,,1150,2300,1,090117343XL..,9999,9999
22713,CAMPERA    A   DUKE PATAGONIA,,1247.5,2495,1,090117319CXS.,9999,9999
22714,CAMPERA    A   DUKE PATAGONIA,,1247.5,2495,1,090117319M...,9999,9999
22715,CAMPERA    A   DUKE PATAGONIA,,1247.5,2495,1,090117319L...,9999,9999
22716,CAMPERA    A   DUKE PATAGONIA,,1247.5,2495,1,090117319XL..,9999,9999
22717,CAMPERA    B   DUKE PAMPA,,1397.5,2795,1,090117342CXS.,9999,9999
22718,CAMPERA    B   DUKE PAMPA,,1397.5,2795,1,090117342M...,9999,9999
22719,CAMPERA    B   DUKE PAMPA,,1397.5,2795,1,090117342L...,9999,9999
22720,CAMPERA    B   DUKE PAMPA,,1397.5,2795,1,090117342XL..,9999,9999
22721,CAMPERA    B   DUKE PAMPA,,1397.5,2795,1,090117342XXL.,9999,9999
22722,CAMPERA    A   DUKE FALKNER,,834.75,0,1,090117323CXS.,9999,9999
22723,CAMPERA    A   DUKE FALKNER,,834.75,0,1,090117323M...,9999,9999
22724,CAMPERA    A   DUKE FALKNER,,834.75,0,1,090117323L...,9999,9999
22725,CAMPERA    A   DUKE FALKNER,,834.75,0,1,090117323XL..,9999,9999
22726,PPANTALON  TA  DUKE MAITEN,,624.75,0,1,615117308T.28,9999,9999
22727,PPANTALON  TA  DUKE MAITEN,,624.75,0,1,615117308T.30,9999,9999
22728,PPANTALON  TA  DUKE MAITEN,,624.75,0,1,615117308T.32,9999,9999
22729,PPANTALON  TA  DUKE MAITEN,,624.75,0,1,615117308T.34,9999,9999
22730,CAMPERA    A   DUKE PEHUENIA,,1297.5,2595,1,090117320CXS.,9999,9999
22731,CAMPERA    A   DUKE PEHUENIA,,1297.5,2595,1,090117320M...,9999,9999
22732,CAMPERA    A   DUKE PEHUENIA,,1297.5,2595,1,090117320L...,9999,9999
22733,CAMPERA    A   DUKE PEHUENIA,,1297.5,2595,1,090117320XL..,9999,9999
22734,CAMPERA    A   DUKE ARRAYAN,,1290,2595,1,090117322CXS.,9999,9999
22735,CAMPERA    A   DUKE ARRAYAN,,1290,2595,1,090117322M...,9999,9999
22736,CAMPERA    A   DUKE ARRAYAN,,1290,2595,1,090117322L...,9999,9999
22737,CAMPERA    A   DUKE ARRAYAN,,1290,2595,1,090117322XL..,9999,9999
22738,CAMPERA    J   DUKE PUELCHE JR. T.10,,1190,2390,1,090117781CXS.,9999,9999
22739,CAMPERA    J   DUKE PUELCHE JR. T.12,,1190,2390,1,090117781M...,9999,9999
22740,CAMPERA    J   DUKE PUELCHE JR. T.14,,1190,2390,1,090117781L...,9999,9999
22741,CAMPERA    A   DUKE ELUNEY,,1247.5,2495,1,090117321CXS.,9999,9999
22742,CAMPERA    A   DUKE ELUNEY,,1247.5,2495,1,090117321M...,9999,9999
22743,CAMPERA    A   DUKE ELUNEY,,1247.5,2495,1,090117321L...,9999,9999
22744,CAMPERA    A   DUKE ELUNEY,,1247.5,2495,1,090117321XL..,9999,9999
22745,CAMPERA    A   DUKE ELUNEY,,1247.5,2495,1,090117321BXS.,9999,9999
22746,BINOCULARES    TASCO ES1632 ESSENTIAL,,50,120,2,4.21E+11,9999,9999
