ID,NOMBRE,DESCRIPCION,COSTO,PRECIO,FK_MON,CODIGO,FK_PROV,FK_MARCA
5728,BOLSA DE DORMIR X-TERRA MUMMY 300,,295,590,1,044604601+0..,9999,9999
5729,BOLSA DE DORMIR X-TERRA MUMMY 400,,295,590,1,044604602-10.,9999,9999
5730,BOLSA DE DORMIR X-TERRA NEPAL 500,,295,590,1,044604603-17.,9999,9999
5731,BOLSA DE DORMIR X-TERRA SUPER POLAR 200,,295,590,1,044604604+2..,9999,9999
5732,MOCHILA        X-TERRA TREKKING 55,,495,990,1,46060465155LT,9999,9999
5733,MOCHILA        X-TERRA SANTANA 65,,495,990,1,46060466165LT,9999,9999
5734,MOCHILA        X-TERRA EXPLORER 75,,495,990,1,46060467175LT,9999,9999
5735,BOTA HIKING A  SALO SYMBIO 2 DRY W,,361.36,875,1,0606125085.5.,9999,9999
5736,CAMISETA   J   MEDICO,,17,39,3,15210000116..,9999,9999
5737,ACCESORIOS     DUX IMPERMEABILIZANTE 310,,17.5,39,1,008608603310C,9999,9999
5738,TAPON          WATERDOG TERMO LCM 1500,,30,65,1,7.24E+12,9999,9999
5739,CAPA           WATERDOG NYLON PS 32,,75.9,165,1,086612002PS32,9999,9999
5740,WADERS         WATERDOG NYLON N-2101055,,692,1530,1,754612003M...,9999,9999
5741,WADERS         WATERDOG NYLON N-2101055,,692,1530,1,754612003L...,9999,9999
5742,WADERS         WATERDOG NYLON N-2101055,,692,1530,1,754612003CXS.,9999,9999
5743,CALZA BIKE C   LIMA ARGENTINA,,125,275,1,076601030CXS.,9999,9999
5744,CALZA BIKE C   LIMA ARGENTINA,,125,275,1,076601030XXL.,9999,9999
5745,CAMISE BIK C   LIMA ARGENTINA,,125,275,1,079601030CXS.,9999,9999
5746,CAMISE BIK C   LIMA ARGENTINA,,125,275,1,079601030XXL.,9999,9999
5747,REMERA         JOHN HAMILTON M/CORTA,,90,230,1,666619001BXS.,9999,9999
5748,REMERA     L   JOHN HAMILTON M/LARGA,,90,230,1,666619030M...,9999,9999
5749,CAMISETA   B   POWDER MEN D.K.,,160,395,1,079614516CXS.,9999,9999
5750,CAMISETA   B   POWDER MEN D.K.,,160,395,1,079614516M...,9999,9999
5751,CAMISETA   B   POWDER MEN D.K.,,160,395,1,079614516L...,9999,9999
5752,CAMISETA   B   POWDER MEN D.K.,,160,395,1,079614516XL..,9999,9999
5753,CAMISETA   B   POWDER MEN D.K.,,160,395,1,079614516XXL.,9999,9999
5754,CALZA      A   POWDER LADY D.K.,,160,395,1,076614501BXS.,9999,9999
5755,CALZA      A   POWDER LADY D.K,,160,395,1,076614501CXS.,9999,9999
5756,CALZA      A   POWDER LADY D.K.,,160,395,1,076614501M...,9999,9999
5757,CALZA      A   POWDER LADY D.K.,,160,395,1,076614501L...,9999,9999
5758,BOTA HIKING B  SALO FUSION 2 DRY,,361.36,875,1,0606125268.5.,9999,9999
5759,BOTA HIKING B  SALO FUSION 2 DRY,,361.36,875,1,6061252610,9999,9999
5760,BOTA HIKING B  SALO FUSION 2 DRY,,361.36,875,1,6061252611,9999,9999
5761,BOTA HIKING B  SALO TRAIL RUNNER SCS,,497.5,1095,1,0606125277.5.,9999,9999
5762,BOTA HIKING B  SALO TRAIL RUNNER SCS,,497.5,1095,1,0606125279.5.,9999,9999
5763,BOTA HIKING B  SALO TRAIL RUNNER SCS,,497.5,1095,1,6061252711,9999,9999
5764,CAPA           WATERDOG NYLON PS25,,41.12,95,1,086612003PS25,9999,9999
5765,ANTEOJOS       BOLLE JUEGO LENTES,,177.27,390,1,012616199ZREP,9999,9999
5766,MOCHILA        NIKE CAMPUS CB MEDIUM,,245,490,1,46060232320LT,9999,9999
5767,MOCHILA        SALO RAID ALERT 20 865958,,138.99,307,1,46061251315LT,9999,9999
5768,ANTEOJOS       BOLLE JOOSE,,540.91,1190,1,012616005JOOS,9999,9999
5769,MEDIAS         POWDER TRANSPOR 3/5,,46,115,1,4506150063.5.,9999,9999
5770,MEDIAS         POWDER COOLMAX 8.5/11,,88,220,1,4506145018,9999,9999
5771,MEDIAS         POWDER COOLMAX 10/13,,88,220,1,4.51E+12,9999,9999
5772,MEDIAS         POWDER PACK X 3 8.5/11,,137,345,1,4506145318,9999,9999
5773,MEDIAS         POWDER PACK X 3 10/13,,137,345,1,4.51E+12,9999,9999
5774,CHALECO    A   SALO VALDEZ 792901/05,,182.46,590,1,091612503BXS.,9999,9999
5775,CHALECO    A   SALO VALDEZ 792901/05,,182.46,590,1,091612503CXS.,9999,9999
5776,CHALECO    A   SALO VALDEZ 792901/05,,182.46,590,1,091612503M...,9999,9999
5777,CHALECO    A   SALO VALDEZ 792901/05,,182.46,590,1,091612503L...,9999,9999
5778,BUZOS CAMPERA  A SALO WHISTLER,,452.27,1095,1,071612503CXS.,9999,9999
5779,BUZOS CAMPERA  A SALO WHISTLER,,452.27,1095,1,071612503M...,9999,9999
5780,CHALECO    B   SALO VALDEZ 792899,,203.93,539,1,091612516CXS.,9999,9999
5781,CHALECO    B   SALO VALDEZ 792899,,203.93,539,1,091612516M...,9999,9999
5782,CHALECO    B   SALO VALDEZ 792899,,203.93,539,1,091612516L...,9999,9999
5783,BUZOS CAMPERA  A SALO TAHOE FULL ZIP,,295.45,715,1,071612504BXS.,9999,9999
5784,BUZOS CAMPERA  A SALO TAHOE FULL ZIP,,295.45,715,1,071612504CXS.,9999,9999
5785,BUZOS CAMPERA  A SALO TAHOE FULL ZIP,,295.45,715,1,071612504L...,9999,9999
5786,BUZOS CAMPERA  CF BURTON WINTER,,265,583,1,071614836M...,9999,9999
5787,BUZOS CAMPERA  CF BURTON WINTER,,265,583,1,071614836L...,9999,9999
5788,BUZOS CAMPERA  CF BURTON WINTER,,265,583,1,071614836XL..,9999,9999
5789,BUZO       CF  BURTON LINER,,190,418,1,070614834M...,9999,9999
5790,BUZO       CF  BURTON LINER,,190,418,1,070614834L...,9999,9999
5791,BUZO       CF  BURTON LINER,,190,418,1,070614834XL..,9999,9999
5792,REMERA     L   BURTON CHOPPA,,47.5,105,1,666614832M...,9999,9999
5793,REMERA     L   BURTON CHOPPA,,47.5,105,1,666614832L...,9999,9999
5794,REMERA     L   BURTON CHOPPA,,47.5,105,1,666614832XL..,9999,9999
5795,REMERA     L   BURTON FUNGKO,,47.5,105,1,666614833M...,9999,9999
5796,REMERA     L   BURTON FUNGKO,,47.5,105,1,666614833L...,9999,9999
5797,REMERA     L   BURTON FUNGKO,,47.5,105,1,666614833XL..,9999,9999
5798,REMERA     L   BURTON GRIME,,47.5,105,1,666614834M...,9999,9999
5799,REMERA     L   BURTON GRIME,,47.5,105,1,666614834L...,9999,9999
5800,REMERA     L   BURTON GRIME,,47.5,105,1,666614834XL..,9999,9999
5801,ANTE.NATACION  NIKKO NK-632 SILICONADO,,45,0,1,011605801N632,9999,9999
5802,CAMISETA   A   POWDER LADY D.K.,,160,395,1,079614501BXS.,9999,9999
5803,CAMISETA   A   POWDER LADY D.K.,,160,395,1,079614501CXS.,9999,9999
5804,CAMISETA   A   POWDER LADY D.K.,,160,395,1,079614501M...,9999,9999
5805,CAMISETA   A   POWDER LADY D.K.,,160,395,1,079614501L...,9999,9999
5806,BUZO       B   POWDER DRY KEEPER MEN,,236,590,1,070614519CXS.,9999,9999
5807,BUZO       B   POWDER DRY KEEPER MEN,,236,590,1,070614519M...,9999,9999
5808,BUZO       B   POWDER DRY KEEPER MEN,,236,590,1,070614519L...,9999,9999
5809,BUZO       B   POWDER DRY KEEPER MEN,,236,590,1,070614519XL..,9999,9999
5810,BUZO       B   POWDER DRY KEEPER MEN,,236,590,1,070614519XXL.,9999,9999
5811,BUZO       A   POWDER DRY KEEPER LADY,,236,590,1,070614504BXS.,9999,9999
5812,BUZO       A   POWDER DRY KEEPER LADY,,236,590,1,070614504CXS.,9999,9999
5813,BUZO       A   POWDER DRY KEEPER LADY,,236,590,1,070614504M...,9999,9999
5814,BUZO       A   POWDER DRY KEEPER LADY,,236,590,1,070614504L...,9999,9999
5815,GUANTES    J   S.CONTROL 2983/6095/1414K,,119,298,1,245603505CXS.,9999,9999
5816,GUANTES    J   S.CONTROL 2983/6095/1414K,,119,298,1,245603505M...,9999,9999
5817,GUANTES    J   S.CONTROL 5086 JUVENIL,,119,298,1,245603506CXS.,9999,9999
5818,GUANTES    J   S.CONTROL 5086 JUVENIL,,119,298,1,245603506M...,9999,9999
5819,BUZOS CAMPERA  B POWDER W.WALL DOBLE M,,396,990,1,071614519CXS.,9999,9999
5820,BUZOS CAMPERA  B POWDER W.WALL DOBLE M,,396,990,1,071614519M...,9999,9999
5821,BUZOS CAMPERA  B POWDER W.WALL DOBLE M,,396,990,1,071614519XXL.,9999,9999
5822,BUZOS CAMPERA  A POWDER W.WALL DOBLE L,,396,990,1,071614508BXS.,9999,9999
5823,BUZOS CAMPERA  A POWDER W.WALL DOBLE L,,396,990,1,071614508CXS.,9999,9999
5824,BUZOS CAMPERA  A POWDER W.WALL DOBLE L,,396,990,1,071614508M...,9999,9999
5825,BUZOS CAMPERA  A POWDER W.WALL DOBLE L,,396,990,1,071614508L...,9999,9999
5826,HANDY          MOTOROLA 10 MILLAS T6500R,,447.5,985,1,261605110CARG,9999,9999
5827,CORTAPLUMAS    WATERDOG WKF 1003 C/F,,40.95,95,1,1.06E+12,9999,9999
5828,CORTAPLUMAS    WATERDOG WKF 1004 C/F,,40.95,95,1,1.06E+12,9999,9999
5829,PETACAS        WATERDOG PA 1162,,27,60,1,5846120074.OZ,9999,9999
5830,CAMPERA    B   DUKE JAUME HIDROT,,519.75,0,1,085617322M...,9999,9999
5831,CAMPERA    B   OAKLEY VENT,,677.27,1490,1,085602812M...,9999,9999
5832,GORROS     I   OAKLEY SPLATERED,,68.18,150,1,2.36E+12,9999,9999
5833,GORROS     I   OAKLEY ATOMIC,,68.18,150,1,2.36E+12,9999,9999
5834,GORROS     I   OAKLEY ICON/RADAR,,68.18,150,1,2.36E+12,9999,9999
5835,GORROS     I   OAKLEY CHENILLE,,68.18,150,1,2.36E+12,9999,9999
5836,ACCESORIOS     OAKLEY FUNDA CELULAR,,22,44,1,86028223084,9999,9999
5837,MOCHILA        OAKLEY FIFTY 2.0 3580,,313.64,690,1,46060280730LT,9999,9999
5838,CAMPERA    B   CROSS EXPEDITION,,625,1250,1,085618918CXS.,9999,9999
5839,CAMPERA    B   CROSS EXPEDITION,,625,1250,1,085618918M...,9999,9999
5840,CAMPERA    B   CROSS EXPEDITION,,625,1250,1,085618918L...,9999,9999
5841,CAMPERA    B   CROSS EXPEDITION,,625,1250,1,085618918XL..,9999,9999
5842,CAMPERA    B   CROSS EXPEDITION,,625,1250,1,085618918XXL.,9999,9999
5843,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919CXS.,9999,9999
5844,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919M...,9999,9999
5845,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919L...,9999,9999
5846,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919XL..,9999,9999
5847,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919XXL.,9999,9999
5848,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920CXS.,9999,9999
5849,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920M...,9999,9999
5850,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920L...,9999,9999
5851,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920XL..,9999,9999
5852,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920XXL.,9999,9999
5853,CAMPERA    A   CROSS ELITE,,495,990,1,085618902BXS.,9999,9999
5854,CAMPERA    A   CROSS ELITE,,495,990,1,085618902CXS.,9999,9999
5855,CAMPERA    A   CROSS ELITE,,495,990,1,085618902M...,9999,9999
5856,CAMPERA    A   CROSS ELITE,,495,990,1,085618902L...,9999,9999
5857,CAMPERA    A   CROSS ELITE,,495,990,1,085618902XL..,9999,9999
5858,CAMPERA    A   CROSS ELITE,,495,990,1,085618902XXL.,9999,9999
5859,CAMPERA    A   CROSS ESSENTIAL,,575,1150,1,085618903BXS.,9999,9999
5860,CAMPERA    A   CROSS ESSENTIAL,,575,1150,1,085618903CXS.,9999,9999
5861,CAMPERA    A   CROSS ESSENTIAL,,575,1150,1,085618903M...,9999,9999
5862,CAMPERA    A   CROSS ESSENTIAL,,575,1150,1,085618903L...,9999,9999
5863,CAMPERA    A   CROSS ESSENTIAL,,575,1150,1,085618903XXL.,9999,9999
5864,PPANTALON  TA  CROSS ESSENTIAL,,545,1090,1,580618905BXS.,9999,9999
5865,PPANTALON  TA  CROSS ESSENTIAL,,545,1090,1,580618905CXS.,9999,9999
5866,PPANTALON  TA  CROSS ESSENTIAL,,545,1090,1,580618905M...,9999,9999
5867,PPANTALON  TA  CROSS ESSENTIAL,,545,1090,1,580618905L...,9999,9999
5868,PPANTALON  TA  CROSS ESSENTIAL,,545,1090,1,580618905XL..,9999,9999
5869,PPANTALON  TA  CROSS EXTASY,,495,990,1,580618906BXS.,9999,9999
5870,PPANTALON  TA  CROSS EXTASY,,495,990,1,580618906CXS.,9999,9999
5871,PPANTALON  TA  CROSS EXTASY,,495,990,1,580618906M...,9999,9999
5872,PPANTALON  TA  CROSS EXTASY,,495,990,1,580618906L...,9999,9999
5873,PPANTALON  TA  CROSS EXTASY,,495,990,1,580618906XL..,9999,9999
5874,PPANTALON  TB  CROSS EVOLUTION,,495,990,1,580618919CXS.,9999,9999
5875,PPANTALON  TB  CROSS EVOLUTION,,495,990,1,580618919M...,9999,9999
5876,PPANTALON  TB  CROSS EVOLUTION,,495,990,1,580618919L...,9999,9999
5877,PPANTALON  TB  CROSS EVOLUTION,,495,990,1,580618919XL..,9999,9999
5878,PPANTALON  TB  CROSS EVOLUTION,,495,990,1,580618919XXL.,9999,9999
5879,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918CXS.,9999,9999
5880,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918M...,9999,9999
5881,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918L...,9999,9999
5882,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918XL..,9999,9999
5883,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918XXL.,9999,9999
5884,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920CXS.,9999,9999
5885,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920M...,9999,9999
5886,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920L...,9999,9999
5887,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920XL..,9999,9999
5888,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920XXL.,9999,9999
5889,PPANTALON  TJ  CROSS JUNIORS W5-JP228,,395,790,1,580618957T.10,9999,9999
5890,PPANTALON  TJ  CROSS JUNIORS W5-JP228,,395,790,1,580618957T.12,9999,9999
5891,PPANTALON  TJ  CROSS JUNIORS W5-JP228,,395,790,1,580618957T.14,9999,9999
5892,GUANTES    A   CROSS CLASSIC LADY,,225,450,1,245618902CXS.,9999,9999
5893,GUANTES    A   CROSS CLASSIC LADY,,225,450,1,245618902M...,9999,9999
5894,GUANTES    A   CROSS CLASSIC LADY,,225,450,1,245618902L...,9999,9999
5895,GUANTES    A   CROSS CLASSIC LADY,,225,450,1,245618902XL..,9999,9999
5896,GUANTES    B   CROSS RUNNER W4 G 504,,195,390,1,245618916BXS.,9999,9999
5897,GUANTES    B   CROSS RUNNER W4 G 504,,195,390,1,245618916CXS.,9999,9999
5898,GUANTES    B   CROSS RUNNER W4 G 504,,195,390,1,245618916M...,9999,9999
5899,GUANTES    B   CROSS RUNNER W4 G 504,,195,390,1,245618916L...,9999,9999
5900,GUANTES    B   CROSS EXTREME W5 G 702,,275,550,1,245618917BXS.,9999,9999
5901,GUANTES    B   CROSS EXTREME W5 G 702,,275,550,1,245618917CXS.,9999,9999
5902,GUANTES    B   CROSS EXTREME W5 G 702,,275,550,1,245618917M...,9999,9999
5903,GUANTES    B   CROSS EXTREME W5 G 702,,275,550,1,245618917L...,9999,9999
5904,GUANTES    B   CROSS NEW FUN W4 G 503,,225,450,1,245618918BXS.,9999,9999
5905,GUANTES    B   CROSS NEW FUN W4 G 503,,225,450,1,245618918CXS.,9999,9999
5906,GUANTES    B   CROSS NEW FUN W4 G 503,,225,450,1,245618918M...,9999,9999
5907,GUANTES    B   CROSS NEW FUN W4 G 503,,225,450,1,245618918L...,9999,9999
5908,GUANTES    J   CROSS CLASSIC JRS.,,212.5,425,1,245618956CXS.,9999,9999
5909,GUANTES    J   CROSS CLASSIC JRS.,,212.5,425,1,245618956M...,9999,9999
5910,GUANTES    J   CROSS CLASSIC JRS.,,212.5,425,1,245618956L...,9999,9999
5911,GUANTES    J   CROSS CLASSIC JRS.,,212.5,425,1,245618956XL..,9999,9999
5912,ANTEOJOS       OAKLEY FIVES 3.0,,404.55,0,1,1.26E+11,9999,9999
5913,ANTEOJOS       OAKLEY OIL DRUM,,586.36,0,1,1.26E+11,9999,9999
5914,ANTEOJOS       OAKLEY OIL DRUM POLARIZED,,900,0,1,1.26E+11,9999,9999
5915,CAMPERA    B   CROSS EVOLUTION,,625,1250,1,085618919BXS.,9999,9999
5916,CAMPERA    B   CROSS EVEREST,,495,990,1,085618920BXS.,9999,9999
5917,PPANTALON  TB  CROSS INSULATED,,545,1090,1,580618918BXS.,9999,9999
5918,PPANTALON  TB  CROSS BASIC,,545,1090,1,580618920BXS.,9999,9999
5919,MOCHILA        NAVAJO GREZZLE,,390,895,1,46060856130LT,9999,9999
5920,BOTA.R         ROSSIGNOL ELITE PRO LTD,,288,600,3,6141300725,9999,9999
5921,BOTA.R         ROSSIGNOL RACE 3,,180,350,3,6131309731,9999,9999
5922,BOTA.R         ROSSIGNOL SOFT 1,,144,400,3,6131301826,9999,9999
5923,BOTA.R         ROSSIGNOL SAPHIR G-T-X-S,,100,330,3,6151302723,9999,9999
5924,BOTA.R         ROSSIGNOL OPEN X 3,,114,330,3,6151302030,9999,9999
5925,BOTA.RJ        ROSSIGNOL ELITE PRO 1 JR,,153,450,3,6161304925,9999,9999
5926,BOTA.RJ        ROSSIGNOL POWER 9.1 JR,,102,300,3,6161305024,9999,9999
5927,BOTA.R         ROSSIGNOL SOFT 2,,185,350,3,6161309826,9999,9999
5928,BUZO       A   POWDER FLASH LADY,,236,590,1,070614506BXS.,9999,9999
5929,BUZO       A   POWDER FLASH LADY,,236,590,1,070614506CXS.,9999,9999
5930,BUZO       A   POWDER FLASH LADY,,236,590,1,070614506M...,9999,9999
5931,BUZO       A   POWDER FLASH LADY,,236,590,1,070614506L...,9999,9999
5932,BUZO       B   POWDER FLASH MEN,,236,590,1,070614520CXS.,9999,9999
5933,BUZO       B   POWDER FLASH MEN,,236,590,1,070614520M...,9999,9999
5934,BUZO       B   POWDER FLASH MEN,,236,590,1,070614520L...,9999,9999
5935,BUZO       B   POWDER FLASH MEN,,236,590,1,070614520XL..,9999,9999
5936,BUZO       B   POWDER FLASH MEN,,236,590,1,070614520XXL.,9999,9999
5937,MEDIAS         POWDER DRY KEEPER  8/11,,72,180,1,4506150178,9999,9999
5938,MEDIAS         POWDER DRY KEEPER 10/13,,72,180,1,4.51E+12,9999,9999
5939,SILLON         BROGAS REPOSERA - CATRE,,621,1495,1,696619501BROG,9999,9999
5940,PPANTALON  TB  N.NET KROB,,617,1350,1,580609516T.46,9999,9999
5941,PPANTALON  TB  N.NET KROB,,617,1350,1,580609516T.48,9999,9999
5942,PPANTALON  TB  N.NET KROB,,617,1350,1,580609516T.50,9999,9999
5943,PPANTALON  TB  N.NET KROB,,617,1350,1,580609516T.52,9999,9999
5944,PPJARDINERO TJ N.NET KROB C/PECHERA,,306,695,1,580609538T.2.,9999,9999
5945,PPJARDINERO TJ N.NET KROB C/PECHERA,,306,695,1,580609538T.4.,9999,9999
5946,PPJARDINERO TJ N.NET KROB C/PECHERA,,306,695,1,580609538T.6.,9999,9999
5947,PPJARDINERO TJ N.NET KROB C/PECHERA,,340,750,1,580609539T.8.,9999,9999
5948,PPJARDINERO TJ N.NET KROB C/PECHERA,,340,750,1,580609539T.10,9999,9999
5949,PPJARDINERO TJ N.NET KROB C/PECHERA,,340,750,1,580609539T.12,9999,9999
5950,PPJARDINERO TJ N.NET 812 C/TIRADOR,,340,750,1,580609540T.8.,9999,9999
5951,PPJARDINERO TJ N.NET 812 C/TIRADOR,,340,750,1,580609540T.10,9999,9999
5952,PPJARDINERO TJ N.NET 812 C/TIRADOR,,340,750,1,580609540T.12,9999,9999
5953,MEDIAS         POWDER TRANSPOR 5/7,,52,130,1,4506150055.7.,9999,9999
5954,BOTA.R         ROSSIGNOL SAPHIR ST,,126,370,3,6141300323,9999,9999
5955,CAMPERA    B   ANSILTA ASPEN SKI 13148,,725,1595,1,085607820M...,9999,9999
5956,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794721,9999,9999
5957,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794721,9999,9999
5958,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794722,9999,9999
5959,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794722,9999,9999
5960,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794723,9999,9999
5961,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794723,9999,9999
5962,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794724,9999,9999
5963,BOTA.SNOW J    ASKEW SNOWBOARD PATCH/MIC,,75,210,3,6151794724,9999,9999
5964,SKI.R          ROSSIGNOL ROC X RENTAL,,127,340,3,7004130292,9999,9999
5965,SNOW.RJ        ROSSIGNOL R 16,,110,345,3,7005130811,9999,9999
5966,SKI.R          R.USADO VIPER X C/FIJ.,,175,470,3,7004130532,9999,9999
5967,SNOW.R         ROSSIGNOL R,,150,415,3,7003130661,9999,9999
5968,SNOW.R         ROSSIGNOL R,,150,415,3,7003130662,9999,9999
5969,CAMPERA    A   POWDER COLFAX SOFT LADY,,480,1200,1,085614501BXS.,9999,9999
5970,CAMPERA    A   POWDER COLFAX SOFT LADY,,480,1200,1,085614501CXS.,9999,9999
5971,CAMPERA    B   POWDER COLFAX SOFT MEN,,480,1200,1,085614515CXS.,9999,9999
5972,CAMPERA    B   POWDER COLFAX SOFT MEN,,480,1200,1,085614515M...,9999,9999
5973,CAMPERA    B   POWDER COLFAX SOFT MEN,,480,1200,1,085614515L...,9999,9999
5974,CAMPERA    B   POWDER COLFAX SOFT MEN,,480,1200,1,085614515XXL.,9999,9999
5975,PPANTALON  TJ  POWDER FREEDOM JR.,,356,890,1,5.81E+12,9999,9999
5976,PPANTALON  TJ  POWDER FREEDOM JR.,,356,890,1,5.81E+12,9999,9999
5977,PPANTALON  TJ  POWDER FREEDOM JR.,,356,890,1,5.81E+12,9999,9999
5978,PPANTALON  TJ  POWDER FREEDOM JR.,,356,890,1,5.81E+12,9999,9999
5979,COLCHONETA     THERMAREST Z-LITE,,490,1078,1,10060760520MM,9999,9999
5980,CHALECO    B   OUTSIDE MARTE DOUVET,,885,2120,1,091302001M...,9999,9999
5981,CHALECO    B   OUTSIDE MARTE DOUVET,,885,2120,1,091302001XL..,9999,9999
5982,BUZOS CAMPERA  A OUTSIDE ALPINE WINDBLOC,,615.6,1480,1,071607601BXS.,9999,9999
5983,BUZOS CAMPERA  A OUTSIDE ALPINE WINDBLOC,,615.6,1480,1,071607601CXS.,9999,9999
5984,BUZOS CAMPERA  A OUTSIDE ALPINE WINDBLOC,,615.6,1480,1,071607601M...,9999,9999
5985,BUZOS CAMPERA  A OUTSIDE ALPINE WINDBLOC,,615.6,1480,1,071607601L...,9999,9999
5986,BUZOS CAMPERA  A OUTSIDE ALPINE WINDBLOC,,615.6,1480,1,071607601XL..,9999,9999
5987,BUZOS CAMPERA  B OUTSIDE ASCENT WINDBLOC,,696,1680,1,071607615CXS.,9999,9999
5988,CAMPERA    J   OUTSIDE JUNIOR,,450,990,1,085302046T.10,9999,9999
5989,BOLSOS DE USO  SKI RENTAL,,45.45,100,1,799601401RENT,9999,9999
5990,BOLSOS DE USO  BOTAS RENTAL,,45.45,100,1,799601402BOTA,9999,9999
5991,BOLSOS DE USO  SNOWBOARD RENTAL,,45.45,100,1,799601403SNOB,9999,9999
5992,BOTA.R         ROSSIGNOL SOFT 3 LIGHT W,,126,350,3,6141300124,9999,9999
5993,SKI.RJ         ROSSIGNOL 9 S RACING,,220,410,3,7006130601,9999,9999
5994,SKI.RJ         ROSSIGNOL 9 S RACING,,220,410,3,7006130601,9999,9999
5995,SKI.RJ         ROSSIGNOL 9 S RACING,,220,410,3,7006130602,9999,9999
5996,SKI.RJ         ROSSIGNOL EDGE J 2,,75,230,3,7004130541,9999,9999
5997,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130611,9999,9999
5998,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130611,9999,9999
5999,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130611,9999,9999
6000,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130611,9999,9999
6001,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130611,9999,9999
6002,SKI.RJ         ROSSIGNOL COMP 9 J GT,,73,190,3,7006130612,9999,9999
6003,SKI.R          ROSSIGNOL 8 X OVERSIZE,,360,850,3,7006130432,9999,9999
6004,SKI.R          ROSSIGNOL 8 X OVERSIZE,,360,850,3,7006130432,9999,9999
6005,SKI.R          ROSSIGNOL 8 X OVERSIZE,,360,850,3,7006130432,9999,9999
6006,SKI.R          ROSSIGNOL 8 S OVERSIZE,,335,850,3,7006130442,9999,9999
6007,SKI.R          ROSSIGNOL 8 S OVERSIZE,,335,850,3,7006130442,9999,9999
6008,SKI.R          ROSSIGNOL 8 S OVERSIZE,,335,850,3,7006130442,9999,9999
6009,SKI.R          ROSSIGNOL AXIUM PRO,,120,330,3,7006130462,9999,9999
6010,SKI.R          ROSSIGNOL AXIUM PRO,,120,330,3,7006130462,9999,9999
6011,SKI.R          ROSSIGNOL AXIUM PRO,,120,330,3,7006130462,9999,9999
6012,SKI.R          ROSSIGNOL AXIUM PRO,,120,330,3,7006130462,9999,9999
6013,SKI.R          ROSSIGNOL AXIUM PRO,,120,330,3,7006130461,9999,9999
6014,SKI.R          ROSSIGNOL AXIUM SUPER TDV,,133,330,3,7006130471,9999,9999
6015,SKI.R          ROSSIGNOL AXIUM SUPER TDV,,133,330,3,7006130472,9999,9999
6016,SKI.R          ROSSIGNOL AXIUM SUPER TDV,,133,330,3,7006130472,9999,9999
6017,SKI.R          ROSSIGNOL AXIUM SUPER TDV,,133,330,3,7006130472,9999,9999
6018,SKI.R          ROSSIGNOL AXIUM SUPER TDV,,133,330,3,7006130472,9999,9999
6019,CAMPERA    B   BURTON DCP,,725,1595,1,085614835M...,9999,9999
6020,CAMPERA    B   BURTON DCP,,725,1595,1,085614835L...,9999,9999
6021,CAMPERA    B   BURTON DCP,,725,1595,1,085614835XL..,9999,9999
6022,CAMPERA    B   BURTON 6 / 4,,550,1210,1,085614836M...,9999,9999
6023,CAMPERA    B   BURTON 6 / 4,,550,1210,1,085614836L...,9999,9999
6024,CAMPERA    B   BURTON 6 / 4,,550,1210,1,085614836XL..,9999,9999
6025,BUZOS CAMPERA  B OAKLEY ELEMENT 3100,,359.09,790,1,071602815XL..,9999,9999
6026,PPANTALON  TA  OAKLEY GAIN LADY 3097,,631.82,1390,1,580602801CXS.,9999,9999
